id,image_id,category_id,area,bbox
3826,708,159,1026.0,"[309.0, 138.0, 27.0, 38.0]"
3827,708,263,1221.0,"[316.0, 67.0, 33.0, 37.0]"
3833,709,263,2244.0,"[349.0, 212.0, 44.0, 51.0]"
3835,710,263,851.0,"[327.0, 264.0, 23.0, 37.0]"
3836,710,263,884.0,"[172.0, 23.0, 26.0, 34.0]"
3837,710,263,2904.0,"[164.0, 76.0, 44.0, 66.0]"
3838,710,42,592.0,"[345.0, 228.0, 16.0, 37.0]"
3839,711,263,1225.0,"[109.0, 20.0, 25.0, 49.0]"
3840,711,263,1972.0,"[291.0, 66.0, 34.0, 58.0]"
3841,711,263,448.0,"[201.0, 99.0, 16.0, 28.0]"
3842,711,263,2604.0,"[386.0, 198.0, 42.0, 62.0]"
3844,712,263,3468.0,"[407.0, 255.0, 51.0, 68.0]"
3845,713,263,4200.0,"[397.0, 202.0, 60.0, 70.0]"
3847,714,263,784.0,"[292.0, 255.0, 28.0, 28.0]"
3848,715,263,1333.0,"[356.0, 202.0, 31.0, 43.0]"
3850,716,263,4672.0,"[573.0, 286.0, 73.0, 64.0]"
3851,716,263,2236.0,"[361.0, 259.0, 43.0, 52.0]"
3852,717,263,3416.0,"[375.0, 221.0, 56.0, 61.0]"
3853,718,263,1333.0,"[411.0, 81.0, 31.0, 43.0]"
3854,718,263,2750.0,"[408.0, 294.0, 50.0, 55.0]"
3855,719,263,1218.0,"[419.0, 111.0, 29.0, 42.0]"
3856,719,263,3312.0,"[431.0, 268.0, 48.0, 69.0]"
3857,720,263,1938.0,"[373.0, 229.0, 34.0, 57.0]"
3861,721,263,1536.0,"[332.0, 94.0, 32.0, 48.0]"
3862,721,263,2090.0,"[311.0, 235.0, 38.0, 55.0]"
3863,722,263,696.0,"[427.0, 247.0, 24.0, 29.0]"
3864,723,263,1232.0,"[451.0, 211.0, 28.0, 44.0]"
3865,724,263,2156.0,"[338.0, 235.0, 44.0, 49.0]"
3866,725,263,1116.0,"[358.0, 236.0, 31.0, 36.0]"
3867,725,263,3431.0,"[555.0, 213.0, 47.0, 73.0]"
3868,726,263,1564.0,"[345.0, 140.0, 34.0, 46.0]"
3869,726,263,1160.0,"[382.0, 306.0, 29.0, 40.0]"
3870,726,263,1170.0,"[357.0, 91.0, 26.0, 45.0]"
3871,727,263,2000.0,"[347.0, 226.0, 40.0, 50.0]"
3872,728,263,735.0,"[361.0, 168.0, 21.0, 35.0]"
3873,728,263,825.0,"[328.0, 145.0, 25.0, 33.0]"
3874,728,263,2288.0,"[339.0, 313.0, 44.0, 52.0]"
3875,729,263,1350.0,"[472.0, 306.0, 30.0, 45.0]"
3876,730,263,1554.0,"[356.0, 167.0, 37.0, 42.0]"
3877,730,263,3520.0,"[269.0, 187.0, 55.0, 64.0]"
3878,730,263,2256.0,"[343.0, 190.0, 48.0, 47.0]"
3879,731,263,2832.0,"[346.0, 244.0, 48.0, 59.0]"
3880,732,263,3249.0,"[399.0, 222.0, 57.0, 57.0]"
3881,733,263,990.0,"[362.0, 85.0, 30.0, 33.0]"
3882,733,263,850.0,"[352.0, 296.0, 25.0, 34.0]"
3883,733,263,1640.0,"[350.0, 115.0, 40.0, 41.0]"
3884,734,263,630.0,"[365.0, 276.0, 21.0, 30.0]"
3885,734,263,825.0,"[368.0, 187.0, 25.0, 33.0]"
3886,735,263,2156.0,"[559.0, 46.0, 44.0, 49.0]"
3887,735,263,3525.0,"[501.0, 203.0, 47.0, 75.0]"
3888,736,263,3180.0,"[14.0, 93.0, 60.0, 53.0]"
3889,736,263,1023.0,"[247.0, 197.0, 31.0, 33.0]"
3890,736,263,1512.0,"[120.0, 22.0, 36.0, 42.0]"
3891,736,42,1848.0,"[512.0, 319.0, 56.0, 33.0]"
3892,736,263,1840.0,"[206.0, 92.0, 40.0, 46.0]"
3894,736,263,1386.0,"[349.0, 77.0, 33.0, 42.0]"
3895,736,263,1938.0,"[182.0, 239.0, 57.0, 34.0]"
3896,736,263,1692.0,"[517.0, 160.0, 36.0, 47.0]"
3897,736,263,4161.0,"[168.0, 141.0, 57.0, 73.0]"
3898,736,263,1716.0,"[554.0, 154.0, 33.0, 52.0]"
3900,737,263,2050.0,"[215.0, 62.0, 41.0, 50.0]"
3901,737,263,816.0,"[355.0, 45.0, 24.0, 34.0]"
3902,737,263,572.0,"[378.0, 196.0, 22.0, 26.0]"
3903,737,263,1080.0,"[407.0, 48.0, 27.0, 40.0]"
3904,737,263,1102.0,"[195.0, 106.0, 29.0, 38.0]"
3905,737,263,980.0,"[121.0, 118.0, 28.0, 35.0]"
3906,737,263,1410.0,"[168.0, 90.0, 30.0, 47.0]"
3907,737,263,567.0,"[376.0, 260.0, 21.0, 27.0]"
3908,737,263,3484.0,"[346.0, 270.0, 52.0, 67.0]"
3909,737,263,3150.0,"[202.0, 151.0, 50.0, 63.0]"
3910,738,263,546.0,"[351.0, 56.0, 21.0, 26.0]"
3912,738,263,4453.0,"[393.0, 294.0, 61.0, 73.0]"
3913,738,263,1720.0,"[556.0, 73.0, 40.0, 43.0]"
3914,738,263,1044.0,"[350.0, 231.0, 29.0, 36.0]"
3915,738,263,4380.0,"[254.0, 270.0, 60.0, 73.0]"
3916,739,263,1050.0,"[382.0, 208.0, 30.0, 35.0]"
3917,739,263,2907.0,"[21.0, 140.0, 57.0, 51.0]"
3919,740,263,2300.0,"[342.0, 240.0, 46.0, 50.0]"
3920,741,263,529.0,"[379.0, 193.0, 23.0, 23.0]"
3921,741,263,3776.0,"[125.0, 176.0, 59.0, 64.0]"
3922,741,263,1428.0,"[372.0, 255.0, 34.0, 42.0]"
3923,742,263,1599.0,"[463.0, 254.0, 39.0, 41.0]"
3924,742,263,2000.0,"[466.0, 290.0, 40.0, 50.0]"
3925,743,263,2940.0,"[379.0, 243.0, 49.0, 60.0]"
3927,744,263,2322.0,"[122.0, 56.0, 43.0, 54.0]"
3928,744,263,2112.0,"[355.0, 187.0, 44.0, 48.0]"
3929,745,263,1333.0,"[368.0, 115.0, 31.0, 43.0]"
3930,745,263,2491.0,"[71.0, 111.0, 53.0, 47.0]"
3931,745,263,546.0,"[303.0, 165.0, 21.0, 26.0]"
3932,745,263,2400.0,"[95.0, 164.0, 48.0, 50.0]"
3933,745,263,3420.0,"[613.0, 180.0, 57.0, 60.0]"
3934,745,263,806.0,"[178.0, 214.0, 26.0, 31.0]"
3935,745,263,1595.0,"[422.0, 176.0, 29.0, 55.0]"
3936,745,263,744.0,"[401.0, 292.0, 24.0, 31.0]"
3937,746,263,2684.0,"[490.0, 88.0, 44.0, 61.0]"
3938,747,263,1073.0,"[292.0, 57.0, 29.0, 37.0]"
3939,747,263,4740.0,"[488.0, 70.0, 60.0, 79.0]"
3940,747,263,783.0,"[129.0, 66.0, 27.0, 29.0]"
3941,747,263,5187.0,"[532.0, 101.0, 91.0, 57.0]"
3942,747,263,782.0,"[448.0, 67.0, 23.0, 34.0]"
3943,748,263,1156.0,"[138.0, 104.0, 34.0, 34.0]"
3944,748,263,6162.0,"[533.0, 116.0, 78.0, 79.0]"
3946,748,263,2419.0,"[418.0, 68.0, 41.0, 59.0]"
3947,748,263,1102.0,"[481.0, 98.0, 29.0, 38.0]"
3948,748,263,1426.0,"[304.0, 80.0, 31.0, 46.0]"
3949,748,263,1050.0,"[169.0, 97.0, 25.0, 42.0]"
3950,749,134,814.0,"[424.0, 11.0, 22.0, 37.0]"
3951,749,134,777.0,"[315.0, 80.0, 21.0, 37.0]"
3952,749,263,1804.0,"[359.0, 153.0, 41.0, 44.0]"
3953,749,134,1296.0,"[232.0, 108.0, 27.0, 48.0]"
3954,749,134,1600.0,"[439.0, 94.0, 40.0, 40.0]"
3955,749,263,1705.0,"[403.0, 90.0, 31.0, 55.0]"
3956,750,263,2205.0,"[313.0, 38.0, 45.0, 49.0]"
3958,751,263,2665.0,"[547.0, 90.0, 41.0, 65.0]"
3959,752,263,2418.0,"[479.0, 115.0, 39.0, 62.0]"
3960,752,263,3774.0,"[368.0, 96.0, 51.0, 74.0]"
3961,752,263,2294.0,"[297.0, 178.0, 37.0, 62.0]"
3962,752,263,5152.0,"[109.0, 155.0, 56.0, 92.0]"
3963,753,263,525.0,"[538.0, 112.0, 21.0, 25.0]"
3964,753,263,700.0,"[338.0, 97.0, 20.0, 35.0]"
3965,753,263,1161.0,"[422.0, 86.0, 27.0, 43.0]"
3966,753,263,2736.0,"[55.0, 57.0, 48.0, 57.0]"
3967,753,263,2346.0,"[222.0, 169.0, 46.0, 51.0]"
3968,754,263,1768.0,"[323.0, 216.0, 34.0, 52.0]"
3969,755,263,2700.0,"[497.0, 118.0, 54.0, 50.0]"
3971,756,263,1290.0,"[470.0, 187.0, 43.0, 30.0]"
3972,756,263,1716.0,"[458.0, 134.0, 44.0, 39.0]"
3973,756,41,2112.0,"[187.0, 73.0, 48.0, 44.0]"
3974,757,263,5850.0,"[425.0, 31.0, 75.0, 78.0]"
3977,757,262,4212.0,"[275.0, 202.0, 78.0, 54.0]"
3978,758,263,1760.0,"[0.0, 243.0, 44.0, 40.0]"
3979,759,263,1452.0,"[222.0, 218.0, 44.0, 33.0]"
3980,759,263,988.0,"[319.0, 234.0, 26.0, 38.0]"
3981,759,263,1102.0,"[370.0, 260.0, 29.0, 38.0]"
3982,760,263,4606.0,"[354.0, 182.0, 47.0, 98.0]"
3983,760,209,7714.0,"[506.0, 347.0, 133.0, 58.0]"
3984,760,263,15379.0,"[408.0, 168.0, 91.0, 169.0]"
3985,761,263,13000.0,"[929.0, 498.0, 100.0, 130.0]"
3986,762,263,25908.0,"[455.0, 251.0, 127.0, 204.0]"
3987,762,263,20292.0,"[592.0, 715.0, 114.0, 178.0]"
3988,762,263,15470.0,"[728.0, 303.0, 91.0, 170.0]"
3989,762,263,10934.0,"[832.0, 335.0, 71.0, 154.0]"
3990,762,263,10742.0,"[1257.0, 375.0, 82.0, 131.0]"
3991,762,263,27848.0,"[432.0, 642.0, 118.0, 236.0]"
3992,762,263,15138.0,"[1182.0, 328.0, 87.0, 174.0]"
3993,762,263,42771.0,"[275.0, 267.0, 159.0, 269.0]"
3994,762,263,21230.0,"[572.0, 314.0, 110.0, 193.0]"
3995,762,263,14155.0,"[915.0, 224.0, 95.0, 149.0]"
3996,763,263,16468.0,"[823.0, 410.0, 92.0, 179.0]"
3997,763,263,43368.0,"[658.0, 619.0, 139.0, 312.0]"
3998,763,263,14790.0,"[1116.0, 382.0, 85.0, 174.0]"
3999,763,263,30956.0,"[997.0, 603.0, 142.0, 218.0]"
4000,763,263,44814.0,"[842.0, 704.0, 154.0, 291.0]"
4001,764,263,6138.0,"[292.0, 170.0, 62.0, 99.0]"
4002,764,263,6392.0,"[407.0, 123.0, 68.0, 94.0]"
4003,764,263,6080.0,"[95.0, 163.0, 64.0, 95.0]"
4004,765,263,4459.0,"[371.0, 111.0, 49.0, 91.0]"
4005,765,263,3990.0,"[305.0, 135.0, 57.0, 70.0]"
4006,765,263,5208.0,"[192.0, 96.0, 56.0, 93.0]"
4007,765,263,3430.0,"[245.0, 120.0, 49.0, 70.0]"
4008,765,263,3888.0,"[475.0, 74.0, 48.0, 81.0]"
4009,766,263,5544.0,"[239.0, 181.0, 77.0, 72.0]"
4010,766,263,6188.0,"[431.0, 105.0, 68.0, 91.0]"
4011,766,263,6984.0,"[117.0, 144.0, 72.0, 97.0]"
4012,767,263,750.0,"[440.0, 134.0, 25.0, 30.0]"
4014,768,263,651.0,"[366.0, 179.0, 21.0, 31.0]"
4015,768,263,832.0,"[388.0, 139.0, 26.0, 32.0]"
4016,769,263,5916.0,"[543.0, 137.0, 68.0, 87.0]"
4017,769,263,3886.0,"[272.0, 226.0, 58.0, 67.0]"
4018,769,263,4002.0,"[325.0, 256.0, 69.0, 58.0]"
4019,770,263,5427.0,"[219.0, 203.0, 81.0, 67.0]"
4020,770,263,7178.0,"[479.0, 66.0, 74.0, 97.0]"
4021,771,263,6972.0,"[174.0, 191.0, 83.0, 84.0]"
4022,771,263,9810.0,"[535.0, 74.0, 90.0, 109.0]"
4023,771,263,6900.0,"[251.0, 221.0, 92.0, 75.0]"
4024,772,263,8232.0,"[269.0, 207.0, 98.0, 84.0]"
4025,772,263,10185.0,"[120.0, 148.0, 97.0, 105.0]"
4026,772,263,6808.0,"[201.0, 164.0, 74.0, 92.0]"
4027,772,263,12432.0,"[375.0, 196.0, 112.0, 111.0]"
4028,772,263,12402.0,"[567.0, 59.0, 106.0, 117.0]"
4030,773,263,1702.0,"[421.0, 127.0, 37.0, 46.0]"
4031,774,263,15576.0,"[632.0, 501.0, 132.0, 118.0]"
4032,774,263,32025.0,"[724.0, 707.0, 183.0, 175.0]"
4033,774,263,22800.0,"[1067.0, 594.0, 150.0, 152.0]"
4034,775,263,27060.0,"[1300.0, 323.0, 164.0, 165.0]"
4035,775,263,44880.0,"[1375.0, 611.0, 204.0, 220.0]"
4036,776,263,6596.0,"[1284.0, 496.0, 97.0, 68.0]"
4038,777,263,321064.0,"[736.0, 25.0, 536.0, 599.0]"
4039,778,263,88464.0,"[486.0, 488.0, 304.0, 291.0]"
4040,779,263,12177.0,"[1585.0, 429.0, 99.0, 123.0]"
4041,780,263,30020.0,"[1481.0, 476.0, 190.0, 158.0]"
4042,781,263,80934.0,"[481.0, 531.0, 282.0, 287.0]"
4044,782,263,8648.0,"[1627.0, 798.0, 92.0, 94.0]"
4045,782,263,17442.0,"[877.0, 354.0, 114.0, 153.0]"
4046,782,263,29574.0,"[421.0, 184.0, 186.0, 159.0]"
4047,782,263,16836.0,"[781.0, 905.0, 122.0, 138.0]"
4048,782,263,29290.0,"[250.0, 221.0, 145.0, 202.0]"
4049,782,263,25344.0,"[68.0, 458.0, 176.0, 144.0]"
4050,782,263,22143.0,"[954.0, 67.0, 121.0, 183.0]"
4051,782,263,13289.0,"[717.0, 286.0, 97.0, 137.0]"
4052,782,263,5548.0,"[1028.0, 533.0, 73.0, 76.0]"
4055,783,263,12996.0,"[190.0, 873.0, 114.0, 114.0]"
4056,783,263,8004.0,"[619.0, 685.0, 92.0, 87.0]"
4057,783,263,70983.0,"[914.0, 202.0, 239.0, 297.0]"
4058,784,263,10764.0,"[1445.0, 802.0, 92.0, 117.0]"
4059,784,263,10720.0,"[1087.0, 42.0, 80.0, 134.0]"
4060,784,263,11948.0,"[1343.0, 844.0, 103.0, 116.0]"
4061,784,263,12753.0,"[69.0, 715.0, 117.0, 109.0]"
4062,784,263,9792.0,"[562.0, 619.0, 96.0, 102.0]"
4063,784,263,32300.0,"[572.0, 260.0, 190.0, 170.0]"
4064,784,263,16080.0,"[697.0, 475.0, 120.0, 134.0]"
4065,784,263,3770.0,"[726.0, 126.0, 58.0, 65.0]"
4070,785,263,8960.0,"[1214.0, 75.0, 80.0, 112.0]"
4071,785,263,28310.0,"[235.0, 652.0, 190.0, 149.0]"
4072,785,263,11475.0,"[951.0, 184.0, 85.0, 135.0]"
4074,785,263,10374.0,"[1119.0, 768.0, 91.0, 114.0]"
4076,785,263,17236.0,"[650.0, 634.0, 124.0, 139.0]"
4078,785,263,13080.0,"[603.0, 158.0, 109.0, 120.0]"
4080,785,263,16385.0,"[420.0, 396.0, 145.0, 113.0]"
4081,785,263,23680.0,"[102.0, 700.0, 160.0, 148.0]"
4084,786,263,8352.0,"[514.0, 312.0, 87.0, 96.0]"
4085,786,263,29600.0,"[40.0, 288.0, 160.0, 185.0]"
4086,786,263,17472.0,"[1204.0, 216.0, 96.0, 182.0]"
4087,786,263,37128.0,"[1342.0, 736.0, 168.0, 221.0]"
4088,786,263,44460.0,"[592.0, 420.0, 171.0, 260.0]"
4089,786,263,9401.0,"[510.0, 160.0, 79.0, 119.0]"
4090,786,263,12288.0,"[813.0, 578.0, 96.0, 128.0]"
4091,786,263,7521.0,"[866.0, 160.0, 69.0, 109.0]"
4093,787,263,2976.0,"[1113.0, 686.0, 48.0, 62.0]"
4094,787,263,3477.0,"[857.0, 658.0, 61.0, 57.0]"
4095,788,263,3078.0,"[1275.0, 18.0, 38.0, 81.0]"
4096,788,263,3149.0,"[323.0, 136.0, 67.0, 47.0]"
4097,788,263,3410.0,"[940.0, 374.0, 62.0, 55.0]"
4098,788,263,4876.0,"[1127.0, 74.0, 53.0, 92.0]"
4099,788,263,1976.0,"[740.0, 61.0, 38.0, 52.0]"
4100,789,263,35866.0,"[129.0, 384.0, 158.0, 227.0]"
4101,789,263,35903.0,"[580.0, 430.0, 161.0, 223.0]"
4102,790,7,100499.0,"[163.0, 479.0, 293.0, 343.0]"
4103,790,7,7920.0,"[43.0, 718.0, 80.0, 99.0]"
4104,790,263,50451.0,"[723.0, 465.0, 201.0, 251.0]"
4105,790,91,8300.0,"[1816.0, 403.0, 100.0, 83.0]"
4106,790,263,54560.0,"[83.0, 270.0, 248.0, 220.0]"
4111,791,159,6715.0,"[1139.0, 733.0, 79.0, 85.0]"
4116,791,263,3024.0,"[1268.0, 826.0, 63.0, 48.0]"
4117,791,49,2772.0,"[1449.0, 658.0, 63.0, 44.0]"
4118,791,49,1292.0,"[805.0, 988.0, 38.0, 34.0]"
4120,791,159,4620.0,"[1094.0, 605.0, 84.0, 55.0]"
4121,791,49,1330.0,"[703.0, 931.0, 38.0, 35.0]"
4125,791,145,14148.0,"[495.0, 946.0, 108.0, 131.0]"
4128,791,42,3959.0,"[1303.0, 689.0, 107.0, 37.0]"
4130,791,159,2597.0,"[1087.0, 470.0, 49.0, 53.0]"
4132,791,232,12576.0,"[1099.0, 643.0, 131.0, 96.0]"
4133,791,159,2448.0,"[1024.0, 459.0, 72.0, 34.0]"
4134,792,159,10506.0,"[300.0, 472.0, 102.0, 103.0]"
4140,792,263,8505.0,"[370.0, 389.0, 81.0, 105.0]"
4152,792,49,2923.0,"[916.0, 278.0, 79.0, 37.0]"
4156,792,49,4560.0,"[230.0, 281.0, 76.0, 60.0]"
4160,792,49,1978.0,"[470.0, 691.0, 43.0, 46.0]"
4161,792,232,16236.0,"[15.0, 765.0, 123.0, 132.0]"
4165,792,49,2236.0,"[475.0, 803.0, 43.0, 52.0]"
4169,792,49,1054.0,"[877.0, 914.0, 34.0, 31.0]"
4176,792,49,2970.0,"[1519.0, 356.0, 66.0, 45.0]"
4188,793,263,3848.0,"[967.0, 514.0, 74.0, 52.0]"
4191,793,94,4386.0,"[642.0, 706.0, 102.0, 43.0]"
4198,794,263,7007.0,"[1116.0, 843.0, 91.0, 77.0]"
4199,795,263,10807.0,"[286.0, 910.0, 107.0, 101.0]"
4203,795,263,13284.0,"[124.0, 924.0, 123.0, 108.0]"
4204,795,255,1862.0,"[894.0, 669.0, 49.0, 38.0]"
4205,796,263,10092.0,"[738.0, 598.0, 87.0, 116.0]"
4206,797,263,15900.0,"[1813.0, 495.0, 106.0, 150.0]"
4207,797,263,5865.0,"[1502.0, 331.0, 69.0, 85.0]"
4208,797,263,6468.0,"[1741.0, 298.0, 77.0, 84.0]"
4209,797,263,6831.0,"[1509.0, 213.0, 69.0, 99.0]"
4210,798,263,7742.0,"[1086.0, 561.0, 79.0, 98.0]"
4212,798,255,1190.0,"[882.0, 708.0, 34.0, 35.0]"
4213,798,263,8463.0,"[1042.0, 615.0, 93.0, 91.0]"
4215,799,42,22605.0,"[873.0, 885.0, 137.0, 165.0]"
4217,799,263,11956.0,"[1067.0, 404.0, 98.0, 122.0]"
4218,799,263,6392.0,"[1750.0, 523.0, 68.0, 94.0]"
4219,799,263,14762.0,"[237.0, 483.0, 122.0, 121.0]"
4220,799,263,22120.0,"[461.0, 265.0, 140.0, 158.0]"
4221,799,263,19584.0,"[269.0, 348.0, 153.0, 128.0]"
4222,799,263,20304.0,"[656.0, 448.0, 141.0, 144.0]"
4223,799,263,9309.0,"[786.0, 100.0, 87.0, 107.0]"
4224,799,263,9546.0,"[794.0, 242.0, 86.0, 111.0]"
4225,800,263,51076.0,"[282.0, 690.0, 226.0, 226.0]"
4227,801,263,2352.0,"[1132.0, 583.0, 42.0, 56.0]"
4228,801,263,5688.0,"[979.0, 469.0, 72.0, 79.0]"
4229,801,263,3135.0,"[872.0, 461.0, 55.0, 57.0]"
4230,801,263,13860.0,"[683.0, 603.0, 105.0, 132.0]"
4231,802,263,14351.0,"[304.0, 625.0, 127.0, 113.0]"
4232,802,263,6084.0,"[593.0, 397.0, 78.0, 78.0]"
4233,803,263,8200.0,"[1312.0, 334.0, 100.0, 82.0]"
4234,803,235,12360.0,"[1565.0, 887.0, 120.0, 103.0]"
4236,804,263,4838.0,"[960.0, 637.0, 59.0, 82.0]"
4237,804,263,11421.0,"[1197.0, 307.0, 81.0, 141.0]"
4238,804,263,4717.0,"[969.0, 569.0, 53.0, 89.0]"
4239,804,263,9120.0,"[1105.0, 663.0, 96.0, 95.0]"
4240,804,263,11554.0,"[1096.0, 343.0, 109.0, 106.0]"
4241,805,263,9282.0,"[863.0, 763.0, 91.0, 102.0]"
4242,805,263,2784.0,"[1010.0, 788.0, 48.0, 58.0]"
4243,805,263,11664.0,"[1048.0, 694.0, 108.0, 108.0]"
4244,806,263,5092.0,"[867.0, 968.0, 67.0, 76.0]"
4245,806,263,13248.0,"[1084.0, 109.0, 96.0, 138.0]"
4246,806,263,10672.0,"[715.0, 205.0, 92.0, 116.0]"
4247,806,263,16500.0,"[639.0, 661.0, 125.0, 132.0]"
4248,806,263,24165.0,"[565.0, 418.0, 135.0, 179.0]"
4249,806,263,6716.0,"[618.0, 242.0, 73.0, 92.0]"
4250,807,263,10735.0,"[1084.0, 581.0, 95.0, 113.0]"
4251,807,263,18404.0,"[1286.0, 603.0, 107.0, 172.0]"
4253,808,263,12317.0,"[464.0, 660.0, 113.0, 109.0]"
4254,808,263,16544.0,"[842.0, 440.0, 88.0, 188.0]"
4255,808,263,1845.0,"[814.0, 583.0, 41.0, 45.0]"
4256,808,263,23750.0,"[580.0, 748.0, 125.0, 190.0]"
4257,808,263,6059.0,"[921.0, 724.0, 83.0, 73.0]"
4259,808,263,12696.0,"[951.0, 772.0, 92.0, 138.0]"
4260,809,263,17200.0,"[836.0, 600.0, 100.0, 172.0]"
4261,809,263,3596.0,"[613.0, 710.0, 58.0, 62.0]"
4262,809,263,7200.0,"[982.0, 315.0, 72.0, 100.0]"
4264,809,263,2256.0,"[928.0, 734.0, 48.0, 47.0]"
4265,809,263,35460.0,"[605.0, 530.0, 180.0, 197.0]"
4266,809,263,22015.0,"[1621.0, 959.0, 185.0, 119.0]"
4268,809,263,2640.0,"[1050.0, 368.0, 55.0, 48.0]"
4269,809,263,10148.0,"[908.0, 578.0, 86.0, 118.0]"
4270,809,263,16348.0,"[358.0, 589.0, 122.0, 134.0]"
4271,809,263,2142.0,"[651.0, 702.0, 51.0, 42.0]"
4272,809,263,23668.0,"[1613.0, 957.0, 194.0, 122.0]"
4273,809,263,17484.0,"[272.0, 796.0, 141.0, 124.0]"
4274,809,263,23491.0,"[665.0, 363.0, 139.0, 169.0]"
4275,810,263,58072.0,"[929.0, 523.0, 244.0, 238.0]"
4276,810,263,48923.0,"[1139.0, 556.0, 203.0, 241.0]"
4277,810,263,40710.0,"[1006.0, 368.0, 230.0, 177.0]"
4279,811,263,5920.0,"[984.0, 656.0, 74.0, 80.0]"
4280,812,263,2900.0,"[1112.0, 435.0, 58.0, 50.0]"
4281,812,263,837.0,"[1248.0, 643.0, 31.0, 27.0]"
4282,812,263,1080.0,"[1250.0, 674.0, 30.0, 36.0]"
4283,812,244,8960.0,"[732.0, 839.0, 80.0, 112.0]"
4284,812,263,1554.0,"[1209.0, 669.0, 42.0, 37.0]"
4285,812,263,2184.0,"[1079.0, 474.0, 52.0, 42.0]"
4287,813,263,4480.0,"[948.0, 668.0, 64.0, 70.0]"
4288,813,263,2288.0,"[774.0, 681.0, 44.0, 52.0]"
4289,813,263,3168.0,"[872.0, 671.0, 48.0, 66.0]"
4290,813,263,10290.0,"[909.0, 722.0, 98.0, 105.0]"
4291,814,263,5840.0,"[1048.0, 656.0, 73.0, 80.0]"
4292,814,263,4560.0,"[976.0, 607.0, 60.0, 76.0]"
4294,815,263,3300.0,"[731.0, 702.0, 55.0, 60.0]"
4295,815,260,16060.0,"[463.0, 509.0, 146.0, 110.0]"
4296,815,263,3025.0,"[716.0, 642.0, 55.0, 55.0]"
4297,816,263,3078.0,"[1110.0, 768.0, 54.0, 57.0]"
4299,816,31,7011.0,"[144.0, 382.0, 123.0, 57.0]"
4301,816,263,3422.0,"[732.0, 1015.0, 59.0, 58.0]"
4303,816,8,418.0,"[861.0, 397.0, 19.0, 22.0]"
4304,816,263,3074.0,"[767.0, 569.0, 58.0, 53.0]"
4306,816,263,1764.0,"[1194.0, 490.0, 42.0, 42.0]"
4307,816,220,928.0,"[946.0, 175.0, 32.0, 29.0]"
4308,816,265,25623.0,"[823.0, 701.0, 219.0, 117.0]"
4309,817,263,95410.0,"[594.0, 684.0, 290.0, 329.0]"
4310,817,42,60742.0,"[679.0, 451.0, 242.0, 251.0]"
4313,818,263,3894.0,"[1004.0, 635.0, 59.0, 66.0]"
4314,818,263,7800.0,"[837.0, 594.0, 78.0, 100.0]"
4315,819,263,7128.0,"[562.0, 435.0, 81.0, 88.0]"
4316,820,263,83739.0,"[1150.0, 607.0, 271.0, 309.0]"
4317,821,263,51504.0,"[658.0, 562.0, 222.0, 232.0]"
4318,822,263,74620.0,"[1112.0, 394.0, 287.0, 260.0]"
4320,823,51,2680.0,"[740.0, 836.0, 67.0, 40.0]"
4321,823,265,10150.0,"[1296.0, 682.0, 175.0, 58.0]"
4322,823,263,19519.0,"[571.0, 841.0, 149.0, 131.0]"
4324,824,69,24820.0,"[438.0, 607.0, 170.0, 146.0]"
4325,824,263,3417.0,"[877.0, 536.0, 51.0, 67.0]"
4326,825,263,42432.0,"[934.0, 326.0, 208.0, 204.0]"
4327,826,263,20160.0,"[798.0, 659.0, 144.0, 140.0]"
4328,826,265,56304.0,"[1455.0, 274.0, 272.0, 207.0]"
4329,826,263,43890.0,"[930.0, 593.0, 210.0, 209.0]"
4332,827,263,2295.0,"[908.0, 668.0, 51.0, 45.0]"
4333,828,263,1620.0,"[976.0, 868.0, 36.0, 45.0]"
4334,828,244,6120.0,"[351.0, 626.0, 90.0, 68.0]"
4336,828,265,8968.0,"[972.0, 507.0, 152.0, 59.0]"
4337,828,263,754.0,"[951.0, 888.0, 26.0, 29.0]"
4338,829,263,9393.0,"[63.0, 405.0, 93.0, 101.0]"
4339,829,260,45243.0,"[108.0, 26.0, 457.0, 99.0]"
4340,829,51,87516.0,"[1385.0, 585.0, 374.0, 234.0]"
4341,830,273,2856.0,"[965.0, 352.0, 68.0, 42.0]"
4343,830,244,9612.0,"[970.0, 384.0, 89.0, 108.0]"
4344,830,263,2080.0,"[943.0, 309.0, 52.0, 40.0]"
4345,831,263,16048.0,"[562.0, 477.0, 118.0, 136.0]"
4346,832,262,20711.0,"[539.0, 349.0, 149.0, 139.0]"
4347,832,263,9384.0,"[576.0, 230.0, 102.0, 92.0]"
4348,833,263,32424.0,"[1372.0, 764.0, 168.0, 193.0]"
4349,833,263,19152.0,"[1457.0, 57.0, 112.0, 171.0]"
4350,833,263,42966.0,"[67.0, 506.0, 186.0, 231.0]"
4351,834,263,65698.0,"[318.0, 287.0, 214.0, 307.0]"
4352,835,263,18966.0,"[636.0, 432.0, 109.0, 174.0]"
4353,835,263,26196.0,"[1408.0, 368.0, 148.0, 177.0]"
4354,835,263,18150.0,"[821.0, 429.0, 121.0, 150.0]"
4355,835,263,27456.0,"[1684.0, 430.0, 132.0, 208.0]"
4356,835,263,31831.0,"[1167.0, 234.0, 139.0, 229.0]"
4357,836,263,7665.0,"[130.0, 797.0, 105.0, 73.0]"
4358,837,263,8096.0,"[936.0, 657.0, 92.0, 88.0]"
